trip_driver_id,trip_id,driver_id,driver_role,hours_driven
54131,36700,151,Primary,14.35
54132,36701,395,Primary,20.25
54133,36701,314,Second Driver,19.98
54134,36702,76,Primary,12.73
54135,36703,141,Primary,9.81
54136,36704,278,Primary,6.46
54137,36704,48,Second Driver,6.13
54138,36705,229,Primary,16.15
54139,36705,210,Second Driver,17.67
54140,36706,114,Primary,18.26
54141,36706,340,Second Driver,18.0
54142,36707,389,Primary,27.68
54143,36708,274,Primary,19.23
54144,36708,301,Second Driver,17.82
54145,36709,258,Primary,28.19
54146,36710,370,Primary,15.21
54147,36710,110,Second Driver,17.33
54148,36711,222,Primary,5.31
54149,36712,214,Primary,24.0
54150,36712,365,Second Driver,29.12
54151,36713,199,Primary,13.9
54152,36713,412,Second Driver,15.27
54153,36714,317,Primary,11.8
54154,36714,139,Second Driver,10.46
54155,36715,1,Primary,8.5
54156,36715,296,Second Driver,7.91
54157,36716,391,Primary,15.67
54158,36716,242,Second Driver,13.96
54159,36717,220,Primary,2.31
54160,36718,388,Primary,33.34
54161,36719,362,Primary,21.16
54162,36720,350,Primary,11.34
54163,36721,150,Primary,9.64
54164,36722,19,Primary,28.25
54165,36723,399,Primary,8.03
54166,36723,69,Second Driver,8.34
54167,36724,113,Primary,20.67
54168,36724,196,Second Driver,21.51
54169,36725,192,Primary,23.9
54170,36726,390,Primary,18.04
54171,36726,2,Second Driver,20.92
54172,36727,248,Primary,14.3
54173,36728,417,Primary,21.36
54174,36728,403,Second Driver,22.34
54175,36729,233,Primary,13.96
54176,36730,104,Primary,2.16
54177,36731,49,Primary,12.21
54178,36731,215,Second Driver,12.1
54179,36732,45,Primary,8.4
54180,36732,202,Second Driver,7.74
54181,36733,3,Primary,5.99
54182,36734,14,Primary,9.17
54183,36735,165,Primary,7.92
54184,36735,417,Second Driver,6.89
54185,36736,34,Primary,16.65
54186,36736,90,Second Driver,15.94
54187,36737,346,Primary,14.31
54188,36738,69,Primary,37.98
54189,36739,21,Primary,13.05
54190,36739,215,Second Driver,13.94
54191,36740,289,Primary,15.14
54192,36740,45,Second Driver,13.97
54193,36741,50,Primary,9.91
54194,36742,217,Primary,40.73
54195,36743,93,Primary,21.95
54196,36744,126,Primary,16.13
54197,36745,418,Primary,18.03
54198,36745,185,Second Driver,17.56
54199,36746,97,Primary,1.12
54200,36747,248,Primary,9.13
54201,36747,21,Second Driver,9.14
54202,36748,105,Primary,12.41
54203,36748,327,Second Driver,12.29
54204,36749,63,Primary,9.09
54205,36750,144,Primary,11.25
54206,36750,15,Second Driver,10.26
54207,36751,39,Primary,37.55
54208,36752,245,Primary,19.61
54209,36753,150,Primary,22.43
54210,36754,228,Primary,13.6
54211,36754,174,Second Driver,12.72
54212,36755,358,Primary,34.78
54213,36756,46,Primary,13.52
54214,36756,371,Second Driver,13.38
54215,36757,419,Primary,9.9
54216,36758,202,Primary,15.83
54217,36758,185,Second Driver,16.65
54218,36759,418,Primary,10.09
54219,36760,388,Primary,6.38
54220,36761,205,Primary,12.1
54221,36761,385,Second Driver,10.79
54222,36762,160,Primary,3.2
54223,36763,382,Primary,8.0
54224,36764,301,Primary,24.46
54225,36765,384,Primary,23.6
54226,36766,125,Primary,18.76
54227,36766,61,Second Driver,16.57
54228,36767,222,Primary,6.54
54229,36767,76,Second Driver,5.94
54230,36768,149,Primary,23.75
54231,36768,210,Second Driver,23.64
54232,36769,335,Primary,27.92
54233,36770,221,Primary,7.45
54234,36771,347,Primary,34.06
54235,36772,234,Primary,31.18
54236,36773,281,Primary,18.06
54237,36774,350,Primary,11.13
54238,36774,80,Second Driver,10.8
54239,36775,32,Primary,20.24
54240,36775,55,Second Driver,22.62
54241,36776,294,Primary,16.9
54242,36776,376,Second Driver,16.38
54243,36777,79,Primary,9.42
54244,36777,222,Second Driver,8.99
54245,36778,353,Primary,4.92
54246,36779,418,Primary,14.6
54247,36779,289,Second Driver,15.55
54248,36780,300,Primary,9.39
54249,36780,112,Second Driver,9.4
54250,36781,183,Primary,10.29
54251,36782,73,Primary,4.45
54252,36782,93,Second Driver,4.83
54253,36783,366,Primary,19.16
54254,36783,334,Second Driver,19.14
54255,36784,206,Primary,23.55
54256,36785,196,Primary,17.27
54257,36785,338,Second Driver,15.33
54258,36786,79,Primary,29.35
54259,36787,370,Primary,28.62
54260,36788,375,Primary,29.56
54261,36789,284,Primary,11.98
54262,36790,323,Primary,7.35
54263,36790,192,Second Driver,7.35
54264,36791,288,Primary,12.12
54265,36791,370,Second Driver,12.61
54266,36792,318,Primary,34.1
54267,36793,388,Primary,22.17
54268,36794,182,Primary,14.21
54269,36795,33,Primary,1.92
54270,36796,216,Primary,9.02
54271,36796,384,Second Driver,7.41
54272,36797,407,Primary,28.73
54273,36798,399,Primary,10.63
54274,36799,10,Primary,5.06
54275,36800,185,Primary,2.19
54276,36801,210,Primary,19.31
54277,36801,389,Second Driver,18.81
54278,36802,50,Primary,13.88
54279,36803,158,Primary,9.66
54280,36803,114,Second Driver,9.21
54281,36804,210,Primary,7.97
54282,36805,57,Primary,25.21
54283,36806,255,Primary,12.26
54284,36807,185,Primary,13.94
54285,36807,418,Second Driver,12.74
54286,36808,420,Primary,15.58
54287,36809,23,Primary,35.16
54288,36810,271,Primary,11.69
54289,36810,100,Second Driver,11.74
54290,36811,136,Primary,22.67
54291,36812,182,Primary,31.69
54292,36813,144,Primary,17.66
54293,36813,192,Second Driver,16.72
54294,36814,290,Primary,14.36
54295,36814,57,Second Driver,18.01
54296,36815,348,Primary,31.44
54297,36816,410,Primary,19.28
54298,36816,126,Second Driver,18.47
54299,36817,11,Primary,8.64
54300,36818,345,Primary,20.22
54301,36818,227,Second Driver,20.21
54302,36819,118,Primary,18.84
54303,36819,2,Second Driver,18.88
54304,36820,250,Primary,18.51
54305,36821,206,Primary,16.01
54306,36821,176,Second Driver,16.79
54307,36822,370,Primary,12.01
54308,36822,323,Second Driver,12.2
54309,36823,92,Primary,25.34
54310,36824,184,Primary,5.31
54311,36824,185,Second Driver,4.93
54312,36825,92,Primary,3.72
54313,36826,68,Primary,7.41
54314,36826,184,Second Driver,8.27
54315,36827,320,Primary,34.95
54316,36828,85,Primary,3.55
54317,36829,358,Primary,13.94
54318,36829,412,Second Driver,15.51
54319,36830,361,Primary,0.73
54320,36831,18,Primary,8.68
54321,36831,362,Second Driver,7.58
54322,36832,329,Primary,9.26
54323,36832,269,Second Driver,9.87
54324,36833,116,Primary,8.92
54325,36833,60,Second Driver,8.45
54326,36834,165,Primary,36.31
54327,36835,37,Primary,25.1
54328,36836,149,Primary,4.63
54329,36837,181,Primary,14.99
54330,36837,406,Second Driver,15.3
54331,36838,325,Primary,34.92
54332,36839,18,Primary,13.2
54333,36839,314,Second Driver,17.03
54334,36840,288,Primary,5.27
54335,36841,12,Primary,22.03
54336,36842,6,Primary,8.47
54337,36843,97,Primary,30.74
54338,36844,323,Primary,25.62
54339,36845,241,Primary,5.55
54340,36846,330,Primary,11.32
54341,36847,305,Primary,14.81
54342,36847,192,Second Driver,13.71
54343,36848,331,Primary,21.68
54344,36849,411,Primary,10.1
54345,36849,24,Second Driver,11.67
54346,36850,410,Primary,19.09
54347,36850,305,Second Driver,17.37
54348,36851,148,Primary,37.43
54349,36852,336,Primary,9.87
54350,36853,415,Primary,2.01
54351,36854,30,Primary,36.32
54352,36855,194,Primary,28.68
54353,36856,227,Primary,28.34
54354,36857,6,Primary,34.1
54355,36858,53,Primary,17.24
54356,36858,212,Second Driver,18.07
54357,36859,209,Primary,26.35
54358,36860,401,Primary,6.86
54359,36860,133,Second Driver,7.64
54360,36861,394,Primary,13.83
54361,36861,364,Second Driver,15.23
54362,36862,254,Primary,24.07
54363,36863,326,Primary,10.85
54364,36864,114,Primary,27.29
54365,36865,62,Primary,9.63
54366,36865,48,Second Driver,11.31
54367,36866,153,Primary,11.51
54368,36866,269,Second Driver,10.89
54369,36867,162,Primary,3.64
54370,36868,412,Primary,20.58
54371,36869,323,Primary,5.9
54372,36870,16,Primary,23.49
54373,36870,236,Second Driver,20.41
54374,36871,394,Primary,10.58
54375,36871,143,Second Driver,11.67
54376,36872,165,Primary,15.11
54377,36872,271,Second Driver,16.68
54378,36873,137,Primary,24.14
54379,36874,68,Primary,22.25
54380,36874,125,Second Driver,20.8
54381,36875,352,Primary,27.55
54382,36875,360,Second Driver,25.15
54383,36876,405,Primary,8.11
54384,36876,327,Second Driver,8.95
54385,36877,11,Primary,5.72
54386,36878,352,Primary,4.93
54387,36879,57,Primary,12.94
54388,36879,229,Second Driver,11.66
54389,36880,215,Primary,27.15
54390,36881,234,Primary,17.99
54391,36882,214,Primary,8.07
54392,36882,184,Second Driver,8.45
54393,36883,395,Primary,18.42
54394,36883,234,Second Driver,18.2
54395,36884,173,Primary,7.64
54396,36884,300,Second Driver,7.67
54397,36885,325,Primary,10.22
54398,36885,93,Second Driver,9.91
54399,36886,417,Primary,16.22
54400,36887,168,Primary,24.28
54401,36888,31,Primary,23.58
54402,36888,161,Second Driver,26.47
54403,36889,25,Primary,11.49
54404,36889,316,Second Driver,14.45
54405,36890,244,Primary,17.43
54406,36890,383,Second Driver,17.06
54407,36891,49,Primary,7.4
54408,36891,47,Second Driver,7.27
54409,36892,28,Primary,54.23
54410,36893,162,Primary,24.05
54411,36894,236,Primary,14.3
54412,36894,43,Second Driver,13.68
54413,36895,418,Primary,0.83
54414,36896,295,Primary,15.35
54415,36896,322,Second Driver,15.92
54416,36897,257,Primary,13.47
54417,36897,356,Second Driver,13.6
54418,36898,240,Primary,25.99
54419,36899,35,Primary,3.4
54420,36900,258,Primary,20.58
54421,36901,169,Primary,20.92
54422,36902,341,Primary,7.22
54423,36902,7,Second Driver,6.95
54424,36903,267,Primary,8.79
54425,36903,136,Second Driver,11.34
54426,36904,327,Primary,10.34
54427,36904,67,Second Driver,10.54
54428,36905,198,Primary,16.18
54429,36906,160,Primary,20.11
54430,36907,271,Primary,22.37
54431,36907,148,Second Driver,24.56
54432,36908,58,Primary,12.05
54433,36908,137,Second Driver,11.75
54434,36909,67,Primary,15.42
54435,36909,121,Second Driver,16.95
54436,36910,372,Primary,10.47
54437,36910,262,Second Driver,11.46
54438,36911,410,Primary,17.97
54439,36912,346,Primary,24.89
54440,36913,203,Primary,7.28
54441,36913,389,Second Driver,7.73
54442,36914,338,Primary,7.27
54443,36915,140,Primary,23.95
54444,36915,134,Second Driver,22.54
54445,36916,281,Primary,10.0
54446,36917,330,Primary,15.94
54447,36918,308,Primary,11.35
54448,36918,367,Second Driver,10.91
54449,36919,162,Primary,14.21
54450,36919,244,Second Driver,14.34
54451,36920,381,Primary,8.87
54452,36920,75,Second Driver,8.65
54453,36921,14,Primary,10.34
54454,36921,63,Second Driver,10.33
54455,36922,260,Primary,11.5
54456,36922,216,Second Driver,12.62
54457,36923,346,Primary,12.5
54458,36924,63,Primary,16.46
54459,36924,226,Second Driver,15.37
54460,36925,15,Primary,2.13
54461,36926,71,Primary,10.2
54462,36926,231,Second Driver,10.08
54463,36927,325,Primary,9.74
54464,36928,323,Primary,6.15
54465,36928,321,Second Driver,6.39
54466,36929,139,Primary,9.88
54467,36930,293,Primary,8.54
54468,36930,327,Second Driver,8.41
54469,36931,63,Primary,14.15
54470,36931,226,Second Driver,14.88
54471,36932,257,Primary,4.62
54472,36933,229,Primary,7.14
54473,36933,314,Second Driver,7.03
54474,36934,67,Primary,14.93
54475,36934,350,Second Driver,17.3
54476,36935,309,Primary,41.41
54477,36936,244,Primary,9.94
54478,36936,325,Second Driver,10.39
54479,36937,276,Primary,18.09
54480,36937,412,Second Driver,19.89
54481,36938,111,Primary,24.21
54482,36939,172,Primary,14.54
54483,36939,20,Second Driver,13.11
54484,36940,289,Primary,17.01
54485,36941,309,Primary,42.64
54486,36942,161,Primary,6.21
54487,36943,121,Primary,6.95
54488,36943,294,Second Driver,7.23
54489,36944,352,Primary,27.2
54490,36945,20,Primary,8.23
54491,36946,134,Primary,15.41
54492,36947,58,Primary,14.51
54493,36948,201,Primary,15.21
54494,36948,143,Second Driver,16.48
54495,36949,236,Primary,8.59
54496,36950,332,Primary,2.94
54497,36951,243,Primary,28.71
54498,36952,369,Primary,8.93
54499,36952,131,Second Driver,9.21
54500,36953,385,Primary,21.88
54501,36953,154,Second Driver,24.25
54502,36954,301,Primary,10.15
54503,36955,216,Primary,8.75
54504,36955,212,Second Driver,9.87
54505,36956,232,Primary,2.98
54506,36957,366,Primary,36.45
54507,36958,165,Primary,28.67
54508,36959,255,Primary,10.93
54509,36960,62,Primary,9.98
54510,36961,30,Primary,15.34
54511,36962,241,Primary,3.37
54512,36963,181,Primary,1.99
54513,36964,231,Primary,14.66
54514,36964,56,Second Driver,15.22
54515,36965,29,Primary,16.03
54516,36966,295,Primary,7.57
54517,36966,331,Second Driver,8.2
54518,36967,30,Primary,9.0
54519,36967,86,Second Driver,8.46
54520,36968,309,Primary,31.11
54521,36969,12,Primary,31.44
54522,36970,167,Primary,6.01
54523,36970,356,Second Driver,5.96
54524,36971,185,Primary,19.22
54525,36972,389,Primary,8.04
54526,36973,158,Primary,7.11
54527,36974,410,Primary,15.33
54528,36974,126,Second Driver,17.2
54529,36975,203,Primary,8.8
54530,36975,69,Second Driver,9.38
54531,36976,43,Primary,0.49
54532,36977,143,Primary,15.52
54533,36977,364,Second Driver,15.6
54534,36978,419,Primary,13.99
54535,36979,253,Primary,6.09
54536,36980,93,Primary,1.2
54537,36981,178,Primary,9.36
54538,36981,207,Second Driver,9.22
54539,36982,418,Primary,6.13
54540,36983,110,Primary,7.0
54541,36983,410,Second Driver,6.74
54542,36984,201,Primary,12.14
54543,36984,173,Second Driver,11.68
54544,36985,404,Primary,9.55
54545,36985,79,Second Driver,8.98
54546,36986,221,Primary,12.29
54547,36987,321,Primary,16.93
54548,36987,3,Second Driver,17.5
54549,36988,131,Primary,8.72
54550,36989,259,Primary,10.74
54551,36990,68,Primary,22.78
54552,36991,268,Primary,16.92
54553,36991,306,Second Driver,14.97
54554,36992,49,Primary,4.62
54555,36993,323,Primary,12.19
54556,36993,217,Second Driver,13.69
54557,36994,239,Primary,6.25
54558,36995,186,Primary,6.12
54559,36995,50,Second Driver,6.29
54560,36996,234,Primary,9.82
54561,36997,168,Primary,14.9
54562,36997,58,Second Driver,15.02
54563,36998,182,Primary,18.64
54564,36998,149,Second Driver,18.97
54565,36999,103,Primary,9.79
54566,36999,366,Second Driver,9.55
54567,37000,20,Primary,13.76
54568,37000,281,Second Driver,16.1
54569,37001,57,Primary,20.07
54570,37001,234,Second Driver,19.04
54571,37002,253,Primary,11.59
54572,37002,311,Second Driver,11.42
54573,37003,320,Primary,11.01
54574,37003,54,Second Driver,11.44
54575,37004,91,Primary,9.34
54576,37005,137,Primary,19.5
54577,37005,254,Second Driver,17.16
54578,37006,66,Primary,20.46
54579,37006,365,Second Driver,20.6
54580,37007,78,Primary,7.99
54581,37008,314,Primary,28.33
54582,37009,245,Primary,11.99
54583,37009,195,Second Driver,12.84
54584,37010,365,Primary,0.73
54585,37011,365,Primary,1.34
54586,37012,178,Primary,13.82
54587,37012,324,Second Driver,15.31
54588,37013,264,Primary,16.2
54589,37014,69,Primary,16.24
54590,37014,234,Second Driver,15.22
54591,37015,243,Primary,17.6
54592,37015,306,Second Driver,15.87
54593,37016,382,Primary,12.63
54594,37016,97,Second Driver,14.46
54595,37017,222,Primary,13.39
54596,37018,378,Primary,22.64
54597,37019,3,Primary,11.95
54598,37020,57,Primary,8.71
54599,37021,221,Primary,5.07
54600,37022,344,Primary,7.11
54601,37022,241,Second Driver,7.74
54602,37023,342,Primary,28.5
54603,37024,247,Primary,15.9
54604,37025,134,Primary,9.71
54605,37025,260,Second Driver,9.16
54606,37026,388,Primary,28.94
54607,37027,375,Primary,38.45
54608,37028,168,Primary,27.33
54609,37029,362,Primary,2.03
54610,37030,252,Primary,15.29
54611,37031,184,Primary,24.19
54612,37032,420,Primary,14.94
54613,37032,62,Second Driver,15.44
54614,37033,163,Primary,8.99
54615,37033,369,Second Driver,9.86
54616,37034,340,Primary,22.62
54617,37034,326,Second Driver,21.34
54618,37035,169,Primary,8.23
54619,37036,113,Primary,2.75
54620,37037,350,Primary,10.42
54621,37038,49,Primary,3.26
54622,37039,349,Primary,9.34
54623,37039,281,Second Driver,10.14
54624,37040,65,Primary,3.05
54625,37041,260,Primary,32.76
54626,37042,148,Primary,7.86
54627,37042,85,Second Driver,9.13
54628,37043,258,Primary,7.47
54629,37044,285,Primary,1.17
54630,37045,290,Primary,22.84
54631,37046,93,Primary,23.39
54632,37047,403,Primary,14.97
54633,37047,417,Second Driver,12.4
54634,37048,172,Primary,9.4
54635,37048,344,Second Driver,9.53
54636,37049,23,Primary,10.08
54637,37050,350,Primary,45.9
54638,37051,42,Primary,15.19
54639,37051,91,Second Driver,14.39
54640,37052,188,Primary,14.93
54641,37052,295,Second Driver,14.21
54642,37053,281,Primary,21.54
54643,37054,31,Primary,16.93
54644,37054,419,Second Driver,15.99
54645,37055,169,Primary,10.84
54646,37056,4,Primary,13.61
54647,37056,324,Second Driver,12.54
54648,37057,225,Primary,3.92
54649,37058,148,Primary,4.62
54650,37059,241,Primary,0.75
54651,37060,74,Primary,7.36
54652,37060,299,Second Driver,6.75
54653,37061,89,Primary,10.8
54654,37061,366,Second Driver,10.17
54655,37062,401,Primary,18.33
54656,37063,279,Primary,13.45
54657,37063,273,Second Driver,15.2
54658,37064,362,Primary,14.97
54659,37064,284,Second Driver,16.15
54660,37065,63,Primary,25.65
54661,37066,339,Primary,8.72
54662,37067,383,Primary,13.02
54663,37067,202,Second Driver,11.1
54664,37068,291,Primary,14.51
54665,37068,62,Second Driver,14.69
54666,37069,376,Primary,9.22
54667,37070,417,Primary,12.82
54668,37070,319,Second Driver,11.38
54669,37071,385,Primary,16.28
54670,37071,1,Second Driver,13.77
54671,37072,107,Primary,1.62
54672,37073,324,Primary,14.87
54673,37073,303,Second Driver,12.27
54674,37074,367,Primary,42.96
54675,37075,289,Primary,7.84
54676,37076,412,Primary,38.04
54677,37077,147,Primary,10.36
54678,37077,306,Second Driver,10.85
54679,37078,366,Primary,19.26
54680,37079,43,Primary,8.94
54681,37080,318,Primary,9.31
54682,37080,337,Second Driver,9.44
54683,37081,125,Primary,5.6
54684,37082,313,Primary,18.54
54685,37082,189,Second Driver,20.04
54686,37083,222,Primary,6.49
54687,37083,245,Second Driver,6.42
54688,37084,154,Primary,14.71
54689,37085,198,Primary,11.21
54690,37085,20,Second Driver,10.07
54691,37086,339,Primary,51.46
54692,37087,336,Primary,5.59
54693,37087,269,Second Driver,7.31
54694,37088,93,Primary,42.11
54695,37089,344,Primary,8.65
54696,37089,262,Second Driver,8.92
54697,37090,196,Primary,8.7
54698,37091,126,Primary,51.37
54699,37092,341,Primary,14.36
54700,37092,282,Second Driver,12.19
54701,37093,15,Primary,35.63
54702,37094,95,Primary,7.77
54703,37094,266,Second Driver,7.75
54704,37095,69,Primary,12.17
54705,37095,232,Second Driver,12.42
54706,37096,110,Primary,13.89
54707,37096,12,Second Driver,16.53
54708,37097,352,Primary,10.34
54709,37098,23,Primary,18.32
54710,37098,282,Second Driver,17.7
54711,37099,6,Primary,7.66
54712,37099,100,Second Driver,8.21
54713,37100,66,Primary,16.97
54714,37100,45,Second Driver,19.22
54715,37101,158,Primary,24.23
54716,37102,83,Primary,6.7
54717,37102,137,Second Driver,6.73
54718,37103,368,Primary,8.5
54719,37104,111,Primary,14.89
54720,37104,191,Second Driver,14.89
54721,37105,188,Primary,30.03
54722,37106,395,Primary,11.91
54723,37106,269,Second Driver,12.44
54724,37107,75,Primary,22.37
54725,37107,139,Second Driver,23.11
54726,37108,345,Primary,10.38
54727,37108,362,Second Driver,9.09
54728,37109,317,Primary,27.51
54729,37110,75,Primary,6.36
54730,37110,194,Second Driver,5.81
54731,37111,160,Primary,32.38
54732,37112,258,Primary,24.15
